id,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score
928,female,group D,high school,free/reduced,completed,65.0,61.0,71.0
929,male,group E,associate's degree,free/reduced,completed,46.0,43.0,44.0
930,female,group C,some high school,free/reduced,none,48.0,56.0,51.0
931,male,group C,some college,free/reduced,completed,67.0,74.0,70.0
932,male,group D,some college,free/reduced,none,62.0,57.0,62.0
933,male,group D,associate's degree,free/reduced,completed,61.0,71.0,73.0
934,male,group C,bachelor's degree,free/reduced,completed,70.0,75.0,74.0
935,male,group C,associate's degree,standard,completed,98.0,87.0,90.0
936,male,group D,some college,free/reduced,none,70.0,63.0,58.0
937,male,group A,associate's degree,standard,none,67.0,57.0,53.0
938,female,group E,high school,free/reduced,none,57.0,58.0,57.0
939,male,group D,some college,standard,completed,85.0,81.0,85.0
940,male,group D,some high school,standard,completed,77.0,68.0,69.0
941,male,group C,master's degree,free/reduced,completed,72.0,66.0,72.0
942,female,group D,master's degree,standard,none,78.0,91.0,96.0
943,male,group C,high school,standard,none,81.0,66.0,64.0
944,male,group A,some high school,free/reduced,completed,61.0,62.0,61.0
945,female,group B,high school,standard,none,58.0,68.0,61.0
946,female,group C,associate's degree,standard,none,54.0,61.0,58.0
947,male,group B,high school,standard,none,82.0,82.0,80.0
948,female,group D,some college,free/reduced,none,49.0,58.0,60.0
949,male,group B,some high school,free/reduced,completed,49.0,50.0,52.0
950,female,group E,high school,free/reduced,completed,57.0,75.0,73.0
951,male,group E,high school,standard,none,94.0,73.0,71.0
952,female,group D,some college,standard,completed,75.0,77.0,83.0
953,female,group E,some high school,free/reduced,none,74.0,74.0,72.0
954,male,group C,high school,standard,completed,58.0,52.0,54.0
955,female,group C,some college,standard,none,62.0,69.0,69.0
956,male,group E,associate's degree,standard,none,72.0,57.0,62.0
957,male,group C,some college,standard,none,84.0,87.0,81.0
958,female,group D,master's degree,standard,none,92.0,100.0,100.0
959,female,group D,high school,standard,none,45.0,63.0,59.0
960,male,group C,high school,standard,none,75.0,81.0,71.0
961,female,group A,some college,standard,none,56.0,58.0,64.0
962,female,group D,some high school,free/reduced,none,48.0,54.0,53.0
963,female,group E,associate's degree,standard,none,100.0,100.0,100.0
964,female,group C,some high school,free/reduced,completed,65.0,76.0,75.0
965,male,group D,some college,standard,none,72.0,57.0,58.0
966,female,group D,some college,standard,none,62.0,70.0,72.0
967,male,group A,some high school,standard,completed,66.0,68.0,64.0
968,male,group C,some college,standard,none,63.0,63.0,60.0
969,female,group E,associate's degree,standard,none,68.0,76.0,67.0
970,female,group B,bachelor's degree,standard,none,75.0,84.0,80.0
971,female,group D,bachelor's degree,standard,none,89.0,100.0,100.0
972,male,group C,some high school,standard,completed,78.0,72.0,69.0
973,female,group A,high school,free/reduced,completed,53.0,50.0,60.0
974,female,group D,some college,free/reduced,none,49.0,65.0,61.0
975,female,group A,some college,standard,none,54.0,63.0,67.0
976,female,group C,some college,standard,completed,64.0,82.0,77.0
977,male,group B,some college,free/reduced,completed,60.0,62.0,60.0
978,male,group C,associate's degree,standard,none,62.0,65.0,58.0
979,male,group D,high school,standard,completed,55.0,41.0,48.0
980,female,group C,associate's degree,standard,none,91.0,95.0,94.0
981,female,group B,high school,free/reduced,none,8.0,24.0,23.0
982,male,group D,some high school,standard,none,81.0,78.0,78.0
983,male,group B,some high school,standard,completed,79.0,85.0,86.0
984,female,group A,some college,standard,completed,78.0,87.0,91.0
985,female,group C,some high school,standard,none,74.0,75.0,82.0
986,male,group A,high school,standard,none,57.0,51.0,54.0
987,female,group C,associate's degree,standard,none,40.0,59.0,51.0
988,male,group E,some high school,standard,completed,81.0,75.0,76.0
989,female,group A,some high school,free/reduced,none,44.0,45.0,45.0
990,female,group D,some college,free/reduced,completed,67.0,86.0,83.0
991,male,group E,high school,free/reduced,completed,86.0,81.0,75.0
992,female,group B,some high school,standard,completed,65.0,82.0,78.0
993,female,group D,associate's degree,free/reduced,none,55.0,76.0,76.0
994,female,group D,bachelor's degree,free/reduced,none,62.0,72.0,74.0
995,male,group A,high school,standard,none,63.0,63.0,62.0
996,female,group E,master's degree,standard,completed,88.0,99.0,95.0
997,male,group C,high school,free/reduced,none,62.0,55.0,55.0
998,female,group C,high school,free/reduced,completed,59.0,71.0,65.0
999,female,group D,some college,standard,completed,68.0,78.0,77.0
1000,female,group D,some college,free/reduced,none,77.0,86.0,86.0
1001,,,,,,,,
